locus_tag	ftype	length_bp	gene	EC_number	COG	product
JBCMMFKD_02396	CDS	1047	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
JBCMMFKD_02397	CDS	933	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
JBCMMFKD_02398	CDS	1197	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
JBCMMFKD_02399	CDS	1026	tdh_3	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
JBCMMFKD_02400	CDS	1035	arnC_3	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
JBCMMFKD_02401	CDS	960				hypothetical protein
JBCMMFKD_02402	CDS	1260	envC		COG4942	Murein hydrolase activator EnvC
JBCMMFKD_02403	CDS	1545	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
JBCMMFKD_02404	CDS	432	yibN		COG0607	putative protein YibN
JBCMMFKD_02405	CDS	252	grxC		COG0695	Glutaredoxin 3
JBCMMFKD_02406	CDS	468	secB		COG1952	Protein-export protein SecB
JBCMMFKD_02407	CDS	1020	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
JBCMMFKD_02408	CDS	822	cysE_1	2.3.1.30	COG1045	Serine acetyltransferase
JBCMMFKD_02409	CDS	474	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
JBCMMFKD_02410	CDS	1191	lldD	1.1.-.-	COG1304	L-lactate dehydrogenase
JBCMMFKD_02411	CDS	777	lldR_2		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
JBCMMFKD_02412	CDS	1656	lldP		COG1620	L-lactate permease
JBCMMFKD_02413	CDS	4851	ehaG		COG5295	Autotransporter adhesin EhaG
JBCMMFKD_02414	CDS	684	sadB			Inner membrane lipoprotein SadB
JBCMMFKD_02415	CDS	363	yibL			putative protein YibL
JBCMMFKD_02416	CDS	210				hypothetical protein
JBCMMFKD_02417	CDS	588	mtlR		COG3722	Mannitol operon repressor
JBCMMFKD_02418	CDS	1149	mtlD	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
JBCMMFKD_02419	CDS	1914	mtlA_2		COG2213	PTS system mannitol-specific EIICBA component
JBCMMFKD_02420	CDS	363	yiaW_1			Inner membrane protein YiaW
JBCMMFKD_02421	CDS	1137	yibH		COG1566	Inner membrane protein YibH
JBCMMFKD_02422	CDS	1110	apbC		COG0489	Iron-sulfur cluster carrier protein
JBCMMFKD_02423	CDS	2034	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
JBCMMFKD_02424	CDS	3795				hypothetical protein
JBCMMFKD_02425	CDS	3633				hypothetical protein
JBCMMFKD_02426	CDS	318				hypothetical protein
JBCMMFKD_02427	CDS	1089	yehL		COG0714	putative protein YehL
JBCMMFKD_02428	CDS	2280				hypothetical protein
JBCMMFKD_02429	CDS	1137				hypothetical protein
JBCMMFKD_02430	CDS	2001				hypothetical protein
JBCMMFKD_02431	CDS	462	yehR		COG4808	putative lipoprotein YehR
JBCMMFKD_02432	CDS	471				hypothetical protein
JBCMMFKD_02433	CDS	720	btsR		COG3279	Transcriptional regulatory protein BtsR
JBCMMFKD_02434	CDS	1686	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
JBCMMFKD_02435	CDS	732	mlrA		COG0789	HTH-type transcriptional regulator MlrA
JBCMMFKD_02436	CDS	108				hypothetical protein
JBCMMFKD_02437	CDS	732	yehW		COG1174	Glycine betaine uptake system permease protein YehW
JBCMMFKD_02438	CDS	927	yehX	3.6.3.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
JBCMMFKD_02439	CDS	1158	yehY		COG1174	Glycine betaine uptake system permease protein YehY
JBCMMFKD_02440	CDS	918	yehZ		COG1732	Glycine betaine-binding protein YehZ
JBCMMFKD_02441	CDS	2268		3.2.1.-		Beta-xylosidase
JBCMMFKD_02442	CDS	1716	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
JBCMMFKD_02443	CDS	933	pbpG	3.4.21.-	COG1686	D-alanyl-D-alanine endopeptidase
JBCMMFKD_02444	CDS	588	yohC			Inner membrane protein YohC
JBCMMFKD_02445	CDS	579	yohD		COG0586	Inner membrane protein YohD
JBCMMFKD_02446	CDS	762	yohF	1.-.-.-	COG1028	putative oxidoreductase YohF
JBCMMFKD_02447	CDS	1437	ttgI			Toluene efflux pump outer membrane protein TtgI
JBCMMFKD_02448	CDS	456	glmM_2			Phosphoglucosamine mutase
JBCMMFKD_02449	CDS	1407	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
JBCMMFKD_02450	CDS	1167	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
JBCMMFKD_02451	CDS	981	wzzB		COG3765	Chain length determinant protein
JBCMMFKD_02452	CDS	612	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
JBCMMFKD_02453	CDS	777	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
JBCMMFKD_02454	CDS	738	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
JBCMMFKD_02455	CDS	591	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
JBCMMFKD_02456	CDS	1068	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
JBCMMFKD_02457	CDS	1071	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
JBCMMFKD_02458	CDS	1305	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
JBCMMFKD_02459	CDS	900	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
JBCMMFKD_02460	CDS	825	yeeZ		COG0451	Protein YeeZ
JBCMMFKD_02461	CDS	951	yhaJ_2			HTH-type transcriptional regulator YhaJ
JBCMMFKD_02462	CDS	1359	plaP		COG0531	Low-affinity putrescine importer PlaP
JBCMMFKD_02463	CDS	1005				hypothetical protein
JBCMMFKD_02464	CDS	228	yeeD		COG0425	Putative sulfur carrier protein YeeD
JBCMMFKD_02465	CDS	1428	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
JBCMMFKD_02466	CDS	1167	dacD	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacD
JBCMMFKD_02467	CDS	474	sbmC_2		COG3449	DNA gyrase inhibitor
JBCMMFKD_02468	CDS	1059	yeeA		COG1289	Inner membrane protein YeeA
JBCMMFKD_02469	CDS	330				hypothetical protein
JBCMMFKD_02470	CDS	402				hypothetical protein
JBCMMFKD_02471	CDS	408				hypothetical protein
JBCMMFKD_02472	CDS	906				IS3 family transposase IS2
JBCMMFKD_02473	CDS	393	btuB_1			Vitamin B12 transporter BtuB
JBCMMFKD_02474	CDS	543	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
JBCMMFKD_02475	CDS	744	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
JBCMMFKD_02476	CDS	1080	cobT	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
JBCMMFKD_02477	CDS	936	erfK	2.-.-.-	COG1376	putative L,D-transpeptidase ErfK/SrfK
JBCMMFKD_02478	tRNA	76				tRNA-Asn(gtt)
JBCMMFKD_02479	CDS	918	gltC_2			HTH-type transcriptional regulator GltC
JBCMMFKD_02480	CDS	951	cbl			HTH-type transcriptional regulator cbl
JBCMMFKD_02481	tRNA	76				tRNA-Asn(gtt)
JBCMMFKD_02482	CDS	1455	yeeO		COG0534	putative FMN/FAD exporter YeeO
JBCMMFKD_02483	tRNA	71				tRNA-Asn(gtt)
JBCMMFKD_02484	CDS	1416	tnaA	4.1.99.1	COG3033	Tryptophanase
JBCMMFKD_02485	CDS	1248	tnaB		COG0814	Low affinity tryptophan permease
JBCMMFKD_02486	CDS	1176	mdtL			Multidrug resistance protein MdtL
JBCMMFKD_02487	CDS	960	yidZ			HTH-type transcriptional regulator YidZ
JBCMMFKD_02488	CDS	750				hypothetical protein
JBCMMFKD_02489	CDS	567	chrR	1.6.5.2	COG0431	Quinone reductase
JBCMMFKD_02490	CDS	1338	adeP		COG2252	Adenine permease AdeP
JBCMMFKD_02491	CDS	666	yieH	3.1.3.-	COG0637	6-phosphogluconate phosphatase
JBCMMFKD_02492	CDS	474	cbrB			Inner membrane protein CbrB
JBCMMFKD_02493	CDS	588				hypothetical protein
JBCMMFKD_02494	CDS	723	gamA	3.5.99.6	COG0363	putative glucosamine-6-phosphate deaminase 2
JBCMMFKD_02495	CDS	1170	axe1-6A		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
JBCMMFKD_02496	CDS	1617	bglH_2		COG4580	Cryptic outer membrane porin BglH
JBCMMFKD_02497	CDS	1395	bglB	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglB
JBCMMFKD_02498	CDS	1878	bglF_2		COG1263	PTS system beta-glucoside-specific EIIBCA component
JBCMMFKD_02499	CDS	837	bglG		COG3711	Cryptic beta-glucoside bgl operon antiterminator
JBCMMFKD_02500	CDS	726	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU
JBCMMFKD_02501	CDS	774	pstB	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB
JBCMMFKD_02502	CDS	891	pstA		COG0581	Phosphate transport system permease protein PstA
JBCMMFKD_02503	CDS	960	pstC		COG0573	Phosphate transport system permease protein PstC
JBCMMFKD_02504	CDS	1041	pstS		COG0226	Phosphate-binding protein PstS
JBCMMFKD_02505	CDS	1830	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
JBCMMFKD_02506	CDS	1371	glmU		COG1207	Bifunctional protein GlmU
JBCMMFKD_02507	CDS	420	atpC		COG0355	ATP synthase epsilon chain
JBCMMFKD_02508	CDS	1383	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
JBCMMFKD_02509	CDS	864	atpG		COG0224	ATP synthase gamma chain
JBCMMFKD_02510	CDS	1542	atpA	7.1.2.2		ATP synthase subunit alpha
JBCMMFKD_02511	CDS	534	atpH		COG0712	ATP synthase subunit delta
JBCMMFKD_02512	CDS	471	atpF		COG0711	ATP synthase subunit b
JBCMMFKD_02513	CDS	240	atpE		COG0636	ATP synthase subunit c
JBCMMFKD_02514	CDS	816	atpB		COG0356	ATP synthase subunit a
JBCMMFKD_02515	CDS	381	atpI		COG3312	ATP synthase protein I
JBCMMFKD_02516	CDS	402	nikR		COG0864	Nickel-responsive regulator
JBCMMFKD_02517	CDS	807	nikE	7.2.2.11		Nickel import ATP-binding protein NikE
JBCMMFKD_02518	CDS	765	nikD	7.2.2.11		Nickel import ATP-binding protein NikD
JBCMMFKD_02519	CDS	834	nikC		COG1173	Nickel transport system permease protein NikC
JBCMMFKD_02520	CDS	945	nikB		COG0601	Nickel transport system permease protein NikB
JBCMMFKD_02521	CDS	1575	nikA		COG0747	Nickel-binding periplasmic protein
JBCMMFKD_02522	CDS	588				hypothetical protein
JBCMMFKD_02523	CDS	1050	yhhT_2		COG0628	Putative transport protein YhhT
JBCMMFKD_02524	CDS	1251	yhhS			putative MFS-type transporter YhhS
JBCMMFKD_02525	CDS	558				hypothetical protein
JBCMMFKD_02526	CDS	666	yhhQ		COG1738	Queuosine precursor transporter
JBCMMFKD_02527	CDS	246	tusA		COG0425	Sulfur carrier protein TusA
JBCMMFKD_02528	CDS	2199	zntA	3.6.3.3		Zinc/cadmium/lead-transporting P-type ATPase
JBCMMFKD_02529	CDS	627				hypothetical protein
JBCMMFKD_02530	CDS	360				hypothetical protein
JBCMMFKD_02531	CDS	270				hypothetical protein
JBCMMFKD_02532	CDS	597	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
JBCMMFKD_02533	CDS	1497	ftsY		COG0552	Signal recognition particle receptor FtsY
JBCMMFKD_02534	CDS	669	ftsE		COG2884	Cell division ATP-binding protein FtsE
JBCMMFKD_02535	CDS	1059	ftsX		COG2177	Cell division protein FtsX
JBCMMFKD_02536	CDS	855	rpoH		COG0568	RNA polymerase sigma factor RpoH
JBCMMFKD_02537	CDS	1104	livJ		COG0683	Leu/Ile/Val-binding protein
JBCMMFKD_02538	CDS	384	panZ			PanD regulatory factor
JBCMMFKD_02539	CDS	1110	livK		COG0683	Leucine-specific-binding protein
JBCMMFKD_02540	CDS	927	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
JBCMMFKD_02541	CDS	1278				hypothetical protein
JBCMMFKD_02542	CDS	768	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
JBCMMFKD_02543	CDS	714	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
JBCMMFKD_02544	CDS	1317	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
JBCMMFKD_02545	CDS	888	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
JBCMMFKD_02546	CDS	846				hypothetical protein
JBCMMFKD_02547	CDS	1071	ugpC	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
JBCMMFKD_02548	CDS	744	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
JBCMMFKD_02549	CDS	441	yhhA			putative protein YhhA
JBCMMFKD_02550	CDS	1743	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
JBCMMFKD_02551	CDS	285				hypothetical protein
JBCMMFKD_02552	CDS	786	kduD_2	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
JBCMMFKD_02553	CDS	1278	yqcE			Inner membrane protein YqcE
JBCMMFKD_02554	CDS	1479	lsrK	2.7.1.189	COG1070	Autoinducer-2 kinase
	repeat_region	823				
JBCMMFKD_02555	CDS	672	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
JBCMMFKD_02556	CDS	141	yqcG			putative protein YqcG
JBCMMFKD_02557	CDS	873				hypothetical protein
JBCMMFKD_02558	CDS	1299	eno	4.2.1.11	COG0148	Enolase
JBCMMFKD_02559	CDS	1638	pyrG	6.3.4.2	COG0504	CTP synthase
JBCMMFKD_02560	CDS	792	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
JBCMMFKD_02561	CDS	336	mazF	3.1.27.-	COG2337	Endoribonuclease toxin MazF
JBCMMFKD_02562	CDS	249	mazE		COG2336	Antitoxin MazE
JBCMMFKD_02563	CDS	2235	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
JBCMMFKD_02564	CDS	1302	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
JBCMMFKD_02565	CDS	2757	barA	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
JBCMMFKD_02566	CDS	1341	gudD	4.2.1.40	COG4948	Glucarate dehydratase
JBCMMFKD_02567	CDS	1341	gudX	4.2.1.-	COG4948	Glucarate dehydratase-related protein
JBCMMFKD_02568	CDS	1353	gudP			putative glucarate transporter
JBCMMFKD_02569	CDS	450			COG0716	putative protein
JBCMMFKD_02570	CDS	783	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
JBCMMFKD_02571	CDS	330	yqcC		COG3098	putative protein YqcC
JBCMMFKD_02572	CDS	546	syd			Protein Syd
JBCMMFKD_02573	CDS	849	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
JBCMMFKD_02574	CDS	1365	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
JBCMMFKD_02575	CDS	1290	sdaC		COG0814	Serine transporter
JBCMMFKD_02576	CDS	1368	sdaB	4.3.1.17	COG1760	L-serine dehydratase 2
JBCMMFKD_02577	CDS	846	ygdG	3.1.-.-	COG0258	Flap endonuclease Xni
JBCMMFKD_02578	CDS	1149	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
JBCMMFKD_02579	CDS	198	fucA_1	4.1.2.17	COG0235	L-fuculose phosphate aldolase
JBCMMFKD_02580	CDS	264				hypothetical protein
JBCMMFKD_02581	CDS	1017	lplA	6.3.1.20	COG0095	Lipoate-protein ligase A
JBCMMFKD_02582	CDS	645	ytjB		COG3726	putative inner membrane protein Smp
JBCMMFKD_02583	CDS	969	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
JBCMMFKD_02584	CDS	1383	radA	3.6.4.-	COG1066	DNA repair protein RadA
JBCMMFKD_02585	CDS	1233	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
JBCMMFKD_02586	CDS	1668	ettA		COG0488	Energy-dependent translational throttle protein EttA
JBCMMFKD_02587	CDS	1938	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
JBCMMFKD_02588	CDS	297	trpR		COG2973	Trp operon repressor
JBCMMFKD_02589	CDS	522	yjjX	3.6.1.-	COG1986	Inosine/xanthosine triphosphatase
JBCMMFKD_02590	CDS	648	pspB_2	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
JBCMMFKD_02591	CDS	870	rob_1		COG2207	Right origin-binding protein
JBCMMFKD_02592	CDS	474				hypothetical protein
JBCMMFKD_02593	CDS	690	creB		COG0745	Transcriptional regulatory protein CreB
JBCMMFKD_02594	CDS	1425	creC	2.7.13.3	COG0642	Sensor protein CreC
JBCMMFKD_02595	CDS	570	creD_1		COG4452	Inner membrane protein CreD
JBCMMFKD_02596	CDS	759	creD_2		COG4452	Inner membrane protein CreD
JBCMMFKD_02597	CDS	717	arcA		COG0745	Aerobic respiration control protein ArcA
JBCMMFKD_02598	CDS	687	trmH_2	2.1.1.34		tRNA (guanosine(18)-2'-O)-methyltransferase
JBCMMFKD_02599	CDS	2463	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
JBCMMFKD_02600	CDS	933	thrB	2.7.1.39	COG0083	Homoserine kinase
JBCMMFKD_02601	CDS	1287	thrC	4.2.3.1	COG0498	Threonine synthase
JBCMMFKD_02602	CDS	297				hypothetical protein
JBCMMFKD_02603	CDS	777	yaaA		COG3022	Peroxide stress resistance protein YaaA
JBCMMFKD_02604	CDS	1431	alsT		COG1115	Amino-acid carrier protein AlsT
JBCMMFKD_02605	CDS	954	tal_2	2.2.1.2		Transaldolase
JBCMMFKD_02606	CDS	588	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
JBCMMFKD_02607	CDS	567	satP		COG1584	Succinate-acetate/proton symporter SatP
JBCMMFKD_02608	CDS	714				hypothetical protein
JBCMMFKD_02609	CDS	405				hypothetical protein
JBCMMFKD_02610	CDS	1917	dnaK_1		COG0443	Chaperone protein DnaK
JBCMMFKD_02611	CDS	1131	dnaJ		COG0484	Chaperone protein DnaJ
JBCMMFKD_02612	CDS	900	lysO		COG2431	Lysine exporter LysO
JBCMMFKD_02613	CDS	1653	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
JBCMMFKD_02614	CDS	969	hcr	1.-.-.-	COG1018	NADH oxidoreductase HCR
JBCMMFKD_02615	CDS	1719	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
JBCMMFKD_02616	CDS	1002	ltaE	4.1.2.48	COG2008	Low specificity L-threonine aldolase
JBCMMFKD_02617	CDS	1431				hypothetical protein
JBCMMFKD_02618	CDS	1014	oleD_1	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
JBCMMFKD_02619	CDS	831	amiD	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
JBCMMFKD_02620	CDS	324				hypothetical protein
JBCMMFKD_02621	CDS	516	ybjP			putative lipoprotein YbjP
JBCMMFKD_02622	CDS	729	artP	3.6.3.-	COG4161	Arginine transport ATP-binding protein ArtP
JBCMMFKD_02623	CDS	732	artI		COG0834	Putative ABC transporter arginine-binding protein 2
JBCMMFKD_02624	CDS	717	artQ		COG4215	Arginine ABC transporter permease protein ArtQ
JBCMMFKD_02625	CDS	669	artM		COG4160	Arginine ABC transporter permease protein ArtM
JBCMMFKD_02626	CDS	732	artJ		COG0834	ABC transporter arginine-binding protein 1
JBCMMFKD_02627	CDS	1128	rlmC	2.1.1.189	COG2265	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
JBCMMFKD_02628	CDS	489	ybjO			Inner membrane protein YbjO
JBCMMFKD_02629	CDS	846	ydcV_1			Inner membrane ABC transporter permease protein YdcV
JBCMMFKD_02630	CDS	954	potH		COG1176	Putrescine transport system permease protein PotH
JBCMMFKD_02631	CDS	1134	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
JBCMMFKD_02632	CDS	1113	potF		COG0687	Putrescine-binding periplasmic protein
JBCMMFKD_02633	CDS	477	ybjN			putative protein YbjN
JBCMMFKD_02634	CDS	903	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
JBCMMFKD_02635	CDS	723	nfsA	1.-.-.-	COG0778	Oxygen-insensitive NADPH nitroreductase
JBCMMFKD_02636	CDS	288				hypothetical protein
JBCMMFKD_02637	CDS	258	grxA		COG0695	Glutaredoxin 1
JBCMMFKD_02638	CDS	378	ybjM			Inner membrane protein YbjM
JBCMMFKD_02639	CDS	1686	aspT_2			Aspartate/alanine antiporter
JBCMMFKD_02640	CDS	219				hypothetical protein
JBCMMFKD_02641	CDS	369				hypothetical protein
JBCMMFKD_02642	CDS	276	hin		COG1961	DNA-invertase hin
JBCMMFKD_02643	CDS	540				hypothetical protein
JBCMMFKD_02644	CDS	603	tfaE			Prophage tail fiber assembly protein TfaE
JBCMMFKD_02645	CDS	438				hypothetical protein
JBCMMFKD_02646	CDS	1623				hypothetical protein
JBCMMFKD_02647	CDS	606				hypothetical protein
JBCMMFKD_02648	CDS	909				hypothetical protein
JBCMMFKD_02649	CDS	360				hypothetical protein
JBCMMFKD_02650	CDS	771				hypothetical protein
JBCMMFKD_02651	CDS	741	pykF_1	2.7.1.40	COG0469	Pyruvate kinase I
JBCMMFKD_02652	CDS	237	lpp		COG4238	Major outer membrane prolipoprotein Lpp
JBCMMFKD_02653	CDS	1005	ynhG	2.-.-.-	COG1376	putative L,D-transpeptidase YnhG
JBCMMFKD_02654	CDS	417	sufE		COG2166	Cysteine desulfuration protein SufE
JBCMMFKD_02655	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase
JBCMMFKD_02656	CDS	1272	sufD		COG0719	FeS cluster assembly protein SufD
JBCMMFKD_02657	CDS	747	sufC		COG0396	putative ATP-dependent transporter SufC
JBCMMFKD_02658	CDS	1488	sufB		COG0719	FeS cluster assembly protein SufB
JBCMMFKD_02659	CDS	369	sufA		COG0316	Protein SufA
JBCMMFKD_02660	CDS	189				hypothetical protein
JBCMMFKD_02661	CDS	411	menI	3.1.2.28	COG2050	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
JBCMMFKD_02662	CDS	3057			COG0247	putative protein
JBCMMFKD_02663	CDS	1113	ydiK		COG0628	Putative transport protein YdiK
JBCMMFKD_02664	CDS	357				hypothetical protein
JBCMMFKD_02665	CDS	300	ydiM_1			Inner membrane transport protein YdiM
JBCMMFKD_02666	CDS	855	ydiM_2			Inner membrane transport protein YdiM
JBCMMFKD_02667	CDS	1266	ydiN			Inner membrane transport protein YdiN
JBCMMFKD_02668	CDS	867	ydiB	1.1.1.282	COG0169	Quinate/shikimate dehydrogenase
JBCMMFKD_02669	CDS	759	aroD	4.2.1.10		3-dehydroquinate dehydratase
JBCMMFKD_02670	CDS	1596	ydiF_2	2.8.3.8	COG4670	Acetate CoA-transferase YdiF
JBCMMFKD_02671	CDS	1152	caiA_2	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
JBCMMFKD_02672	CDS	912	rhaS_4			HTH-type transcriptional activator RhaS
JBCMMFKD_02673	CDS	765	fixA_2		COG2086	Protein FixA
JBCMMFKD_02674	CDS	939	fixB_2		COG2025	Protein FixB
JBCMMFKD_02675	CDS	1290	dadA_2	1.4.99.-		D-amino acid dehydrogenase
JBCMMFKD_02676	CDS	294	fixX_2		COG2440	Ferredoxin-like protein FixX
JBCMMFKD_02677	CDS	1647	fadK	6.2.1.-	COG0318	Medium-chain fatty-acid--CoA ligase
JBCMMFKD_02678	CDS	2379	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
JBCMMFKD_02679	CDS	834	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
JBCMMFKD_02680	CDS	1047	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
JBCMMFKD_02681	CDS	2634	mngB	3.2.1.-	COG0383	Mannosylglycerate hydrolase
JBCMMFKD_02682	CDS	1917	mngA		COG1299	PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component
JBCMMFKD_02683	CDS	723	mngR_2		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
JBCMMFKD_02684	CDS	870	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
JBCMMFKD_02685	CDS	1167	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
JBCMMFKD_02686	CDS	1218	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
JBCMMFKD_02687	CDS	2802	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
JBCMMFKD_02688	CDS	717	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
JBCMMFKD_02689	CDS	1767	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
JBCMMFKD_02690	CDS	348	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
JBCMMFKD_02691	CDS	405	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
JBCMMFKD_02692	CDS	108	ybgU			Protein YbgU
JBCMMFKD_02693	CDS	1284	gltA	2.3.3.16	COG0372	Citrate synthase
JBCMMFKD_02694	CDS	567	ybgD_2			putative fimbrial-like protein YbgD
JBCMMFKD_02695	CDS	2451	papC_3		COG3188	Outer membrane usher protein PapC
JBCMMFKD_02696	CDS	732	papD_2		COG3121	Chaperone protein PapD
JBCMMFKD_02697	CDS	1062				hypothetical protein
JBCMMFKD_02698	CDS	1047				hypothetical protein
JBCMMFKD_02699	CDS	792	nei	3.2.2.-	COG0266	Endonuclease 8
JBCMMFKD_02700	CDS	735	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
JBCMMFKD_02701	CDS	933	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
JBCMMFKD_02702	CDS	657	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
JBCMMFKD_02703	CDS	744	ybgI		COG0327	GTP cyclohydrolase 1 type 2 
JBCMMFKD_02704	CDS	1482	dtpD		COG3104	Dipeptide permease D
JBCMMFKD_02705	CDS	1422	phrB	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
JBCMMFKD_02706	CDS	510				hypothetical protein
JBCMMFKD_02707	CDS	762				ISAs1 family transposase ISEc1
JBCMMFKD_02708	CDS	2085	pdeI	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeI
JBCMMFKD_02709	CDS	1329				hypothetical protein
JBCMMFKD_02710	CDS	1326	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
JBCMMFKD_02711	CDS	384				hypothetical protein
JBCMMFKD_02712	CDS	1116	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
